student_id,hs_gpa_unweighted,hs_gpa_weighted,class_rank_percentile,ap_courses_count
S201300819,2.71,2.75,34,6
S201300820,3.64,3.8,17,4
S201300821,3.03,3.13,33,4
S201300822,2.77,2.99,41,2
S201300823,3.71,3.78,17,5
S201300824,3.85,3.87,29,1
S201300825,3.18,3.18,52,0
S201300826,3.46,3.7,46,6
S201300827,3.65,3.73,19,4
S201300828,2.67,2.84,49,0
S201300829,3.77,3.86,24,0
S201300830,3.23,3.38,24,2
S201300831,3.73,4.07,23,4
S201300832,3.23,3.42,35,0
S201300833,3.07,3.33,44,1
S201300834,3.28,3.4,33,5
S201300835,2.91,3.0,59,5
S201300836,3.41,3.67,31,4
S201300837,2.33,2.59,60,6
S201300838,3.42,3.48,18,1
S201300839,3.5,3.77,25,0
S201300840,3.18,3.33,27,5
S201300841,2.53,2.57,40,0
S201300842,2.53,2.46,51,4
S201300843,3.08,3.29,26,7
S201300844,4.0,4.21,14,4
S201300845,3.79,3.94,25,5
S201300846,2.74,2.85,49,0
S201300847,2.78,3.02,28,2
S201300848,4.0,4.29,25,3
S201300849,3.13,3.39,34,3
S201300850,4.0,4.23,21,2
S201300851,3.88,3.98,23,1
S201300852,3.79,4.03,21,2
S201300853,2.37,2.61,58,0
S201300854,3.45,3.79,20,1
S201300855,3.49,3.73,26,4
S201300856,2.81,2.96,47,2
S201300857,4.0,4.01,22,0
S201300858,2.75,2.67,40,4
S201300859,3.58,3.85,14,0
S201300860,3.28,3.39,40,1
S201300861,3.23,3.29,39,1
S201300862,3.67,3.84,32,5
S201300863,2.9,2.99,40,1
S201300864,3.19,3.29,30,5
S201300865,2.75,2.85,35,0
S201300866,2.92,3.09,48,3
S201300867,2.54,2.74,48,2
S201300868,2.95,3.05,37,4
S201300869,3.53,3.68,27,6
S201300870,3.85,4.04,25,4
S201300871,2.84,2.88,46,7
S201300872,4.0,4.03,16,5
S201300873,4.0,3.91,13,2
S201300874,3.68,3.9,24,0
S201300875,3.17,3.33,36,8
S201300876,2.39,2.39,40,3
S201300877,3.4,3.6,30,3
S201300878,3.48,3.54,33,3
S201300879,2.8,3.0,44,1
S201300880,2.78,2.87,44,0
S201300881,2.96,3.01,31,6
S201300882,2.98,3.11,41,2
S201300883,4.0,4.14,26,0
S201300884,3.72,3.91,29,0
S201300885,3.31,3.2,39,4
S201300886,2.85,2.88,50,0
S201300887,3.4,3.61,26,6
S201300888,3.89,4.01,23,4
S201300889,2.8,3.05,34,1
S201300890,3.43,3.71,36,6
S201300891,2.85,2.85,61,1
S201300892,3.16,3.21,24,3
S201300893,4.0,4.15,22,2
S201300894,3.51,3.75,40,1
S201300895,3.91,4.08,26,2
S201300896,3.36,3.62,42,2
S201300897,3.1,3.21,34,4
S201300898,3.0,3.18,33,3
S201300899,2.19,2.44,47,5
S201300900,2.56,2.63,54,1
S201300901,3.26,3.48,38,4
S201300902,2.82,2.86,38,7
S201300903,3.34,3.42,36,1
S201300904,2.38,2.47,46,1
S201300905,2.77,3.0,45,4
S201300906,2.96,3.09,29,2
S201300907,3.53,3.7,23,4
S201300908,2.64,2.91,50,8
S201300909,2.65,2.87,46,1
S201300910,3.34,3.46,39,0
S201300911,3.59,3.7,33,4
S201300912,4.0,4.14,22,3
S201300913,3.31,3.53,34,4
S201300914,2.71,2.75,38,3
S201300915,2.87,3.04,43,4
S201300916,3.35,3.55,44,0
S201300917,3.67,3.56,12,3
S201300918,3.95,4.15,32,8
S201300919,3.89,4.2,20,0
S201300920,2.85,2.94,32,5
S201300921,2.66,2.49,56,4
S201300922,3.19,3.32,46,3
S201300923,2.58,2.77,28,2
S201300924,2.83,3.07,51,6
S201300925,2.75,2.62,36,3
S201300926,3.53,3.71,33,1
S201300927,3.86,3.91,25,2
S201300928,2.77,2.73,52,4
S201300929,2.71,2.7,29,6
S201300930,2.61,2.64,42,0
S201300931,3.27,3.42,30,5
S201300932,3.49,3.68,44,5
S201300933,3.04,3.0,40,5
S201300934,2.97,3.13,32,3
S201300935,2.87,3.07,39,2
S201300936,2.57,2.86,42,4
S201300937,3.53,3.61,28,4
S201300938,3.41,3.58,30,1
S201300939,3.22,3.51,28,1
S201300940,3.96,4.18,20,1
S201300941,2.68,2.83,48,6
S201300942,2.86,2.89,41,0
S201300943,3.15,3.17,35,1
S201300944,3.52,3.65,18,0
S201300945,3.1,3.14,34,6
S201300946,3.16,3.39,40,3
S201300947,2.82,2.94,43,1
S201300948,3.77,3.8,17,0
S201300949,3.44,3.53,20,4
S201300950,3.05,2.99,34,7
S201300951,2.89,3.12,36,5
S201300952,4.0,4.09,24,7
S201300953,3.81,3.86,19,3
S201300954,4.0,4.17,16,1
S201300955,2.77,2.77,45,6
S201300956,2.56,2.72,50,6
S201300957,3.36,3.52,31,3
S201300958,3.61,3.76,32,4
S201300959,3.61,3.79,25,5
S201300960,2.99,3.15,30,0
S201300961,3.14,3.36,28,0
S201300962,3.61,3.81,31,3
S201300963,3.37,3.47,23,4
S201300964,3.68,3.69,44,7
S201300965,2.55,2.94,57,2
S201300966,2.84,2.69,42,5
S201300967,3.09,3.32,33,0
S201300968,3.8,3.98,12,4
S201300969,3.26,3.48,30,0
S201300970,3.84,4.01,21,1
S201300971,3.94,4.24,27,5
S201300972,2.73,3.05,72,0
S201300973,2.79,2.85,44,2
S201300974,3.64,3.72,41,1
S201300975,3.52,3.6,27,2
S201300976,2.8,2.94,47,2
S201300977,3.04,3.16,40,5
S201300978,2.21,2.42,58,3
S201300979,3.65,3.76,24,0
S201300980,2.88,3.17,49,2
S201300981,4.0,4.35,28,1
S201300982,3.56,3.66,36,5
S201300983,3.62,3.63,26,2
S201300984,3.26,3.35,38,5
S201300985,3.51,3.7,32,2
S201300986,3.3,3.63,34,6
S201300987,3.68,3.87,24,4
S201300988,3.85,3.95,19,0
S201300989,3.01,3.32,40,8
S201300990,2.63,2.84,48,7
S201300991,3.08,3.47,41,7
S201300992,3.29,3.59,29,0
S201300993,3.1,3.12,39,1
S201300994,2.91,3.14,41,8
S201300995,2.67,2.87,52,0
S201300996,3.67,3.78,27,3
S201300997,3.95,4.14,30,0
S201300998,2.4,2.41,51,8
S201300999,3.72,3.98,23,2
S201301000,3.44,3.6,46,0
S201301001,3.26,3.5,36,6
S201301002,2.39,2.5,51,1
S201301003,2.42,2.64,42,4
S201301004,2.63,2.86,52,1
S201301005,2.61,2.7,54,0
S201301006,3.08,3.24,45,7
S201301007,2.07,2.22,64,4
S201301008,3.12,3.25,33,3
S201301009,3.59,3.66,32,4
S201301010,3.69,3.74,20,3
S201301011,3.24,3.26,26,0
S201301012,3.21,3.29,33,1
S201301013,3.74,3.96,40,3
S201301014,3.07,3.22,29,1
S201301015,3.72,3.81,37,3
S201301016,3.36,3.48,30,8
S201301017,3.31,3.47,24,3
S201301018,3.3,3.6,27,2
S201301019,3.85,4.12,22,4
S201301020,3.97,4.16,15,0
S201301021,2.69,2.69,44,7
S201301022,2.72,2.88,36,1
S201301023,2.73,3.04,47,2
S201301024,3.38,3.67,32,0
S201301025,3.1,3.31,20,7
S201301026,3.1,3.27,26,5
S201301027,3.7,3.78,28,5
S201301028,4.0,4.1,25,1
S201301029,3.29,3.39,22,0
S201301030,3.23,3.42,30,0
S201301031,3.51,3.63,30,0
S201301032,3.46,3.66,27,1
S201301033,2.91,3.01,34,0
S201301034,3.72,3.87,43,0
S201301035,3.17,3.4,36,2
S201301036,3.68,3.74,31,2
S201301037,3.02,3.12,54,6
S201301038,3.14,3.25,27,0
S201301039,2.9,2.84,39,0
S201301040,3.19,3.37,37,5
S201301041,3.41,3.49,38,3
S201301042,3.94,4.1,20,5
S201301043,3.33,3.48,27,6
S201301044,3.55,3.45,27,3
S201301045,2.89,3.07,36,6
S201301046,3.26,3.46,13,1
S201301047,3.34,3.45,44,0
S201301048,3.66,3.87,34,7
S201301049,2.99,3.26,36,5
S201301050,2.75,2.79,44,0
S201301051,3.57,3.83,36,0
S201301052,3.57,3.69,31,5
S201301053,3.02,3.11,39,4
S201301054,3.81,4.11,39,1
S201301055,3.8,3.95,27,8
S201301056,2.87,3.0,43,5
S201301057,3.76,3.89,17,2
S201301058,3.1,3.15,44,7
S201301059,3.58,3.74,29,0
S201301060,2.48,2.71,25,4
S201301061,3.57,3.73,25,1
S201301062,2.56,2.65,59,7
S201301063,2.4,2.53,42,5
S201301064,3.4,3.43,31,6
S201301065,2.94,2.9,55,6
S201301066,2.66,2.81,46,3
S201301067,2.7,2.97,44,3
S201301068,3.7,3.91,28,2
S201301069,2.6,2.84,49,4
S201301070,3.56,3.74,27,6
S201301071,3.32,3.48,30,0
S201301072,3.48,3.71,31,4
S201301073,4.0,4.09,15,6
S201301074,3.56,3.54,23,4
S201301075,2.48,2.69,46,4
S201301076,3.5,3.69,33,5
S201301077,2.74,2.83,40,3
S201301078,3.65,3.73,24,4
S201301079,3.02,3.27,43,0
S201301080,3.64,3.76,36,4
S201301081,3.4,3.44,30,0
S201301082,2.74,2.73,49,0
S201301083,3.87,3.86,9,6
S201301084,2.82,2.91,54,6
S201301085,3.66,3.99,20,5
S201301086,3.75,3.97,36,4
S201301087,3.42,3.76,26,3
S201301088,3.38,3.7,33,0
S201301089,3.98,4.3,27,4
S201301090,3.63,3.89,28,2
S201301091,3.62,3.78,23,1
S201301092,3.22,3.43,25,8
S201301093,4.0,4.13,33,4
S201301094,3.61,3.82,22,0
S201301095,3.44,3.65,21,2
S201301096,3.03,3.06,41,4
S201301097,3.22,3.24,41,2
S201301098,2.55,2.61,44,2
S201301099,3.35,3.33,24,1
S201301100,2.77,2.84,55,1
S201301101,2.63,2.97,47,3
S201301102,3.92,4.03,5,0
S201301103,3.27,3.41,48,0
S201301104,3.23,3.4,38,0
S201301105,3.19,3.39,48,8
S201301106,3.49,3.7,40,0
S201301107,3.55,3.81,24,0
S201301108,3.23,3.63,31,5
S201301109,3.04,3.13,34,5
S201301110,2.46,2.6,53,0
S201301111,2.82,2.88,44,4
S201301112,3.2,3.33,28,2
S201301113,3.29,3.49,29,4
S201301114,3.58,3.57,31,5
S201301115,3.54,3.67,26,1
S201301116,2.71,2.81,50,0
S201301117,3.44,3.53,28,2
S201301118,3.67,3.92,19,2
S201301119,2.75,2.9,45,0
S201301120,3.08,3.29,36,1
S201301121,3.39,3.55,35,0
S201301122,3.71,3.68,16,5
S201301123,3.39,3.52,49,4
S201301124,2.59,2.76,37,5
S201301125,3.13,3.31,38,2
S201301126,2.33,2.51,54,1
S201301127,3.46,3.7,38,4
S201301128,2.76,2.92,43,4
S201301129,3.62,3.77,21,5
S201301130,3.31,3.3,33,6
S201301131,3.84,4.46,23,7
S201301132,2.67,2.75,40,4
S201301133,3.19,3.2,34,0
S201301134,2.77,2.92,42,7
S201301135,3.82,3.78,40,3
S201301136,3.55,3.71,14,6
S201301137,3.04,3.22,40,0
S201301138,3.61,3.95,20,6
S201301139,3.16,3.3,29,0
S201301140,3.81,4.04,14,2
S201301141,3.37,3.65,30,7
S201301142,2.82,2.86,45,1
S201301143,3.67,3.77,22,4
S201301144,3.75,3.83,22,3
S201301145,3.59,3.83,27,3
S201301146,3.75,3.68,32,1
S201301147,3.37,3.42,30,8
S201301148,2.49,2.44,46,1
S201301149,3.37,3.58,31,5
S201301150,2.48,2.62,57,4
S201301151,3.8,3.97,8,8
S201301152,3.43,3.48,34,2
S201301153,2.55,2.6,69,0
S201301154,3.41,3.55,23,2
S201301155,2.71,2.83,26,3
S201301156,2.97,3.21,34,0
S201301157,3.74,3.92,20,5
S201301158,3.78,3.82,18,0
S201301159,3.37,3.49,41,7
S201301160,3.27,3.41,37,3
S201301161,3.3,3.6,31,5
S201301162,3.32,3.69,36,0
S201301163,3.36,3.39,34,2
S201301164,2.91,3.2,28,0
S201301165,3.26,3.43,32,1
S201301166,3.65,3.62,31,1
S201301167,2.72,2.82,52,8
S201301168,3.8,3.87,15,0
S201301169,3.35,3.43,27,5
S201301170,2.92,2.97,54,0
S201301171,3.76,3.79,24,3
S201301172,1.95,2.29,52,4
S201301173,3.37,3.35,21,6
S201301174,3.64,3.96,33,5
S201301175,3.36,3.62,29,4
S201301176,4.0,4.23,7,2
S201301177,3.85,4.06,36,7
S201301178,3.21,3.32,44,2
S201301179,2.72,2.93,50,4
S201301180,3.23,3.31,33,1
S201301181,3.02,3.15,43,4
S201301182,3.6,3.83,26,3
S201301183,3.01,3.24,42,3
S201301184,3.36,3.59,22,1
S201301185,4.0,4.15,29,2
S201301186,3.08,3.2,43,2
S201301187,3.51,3.62,22,0
S201301188,3.19,3.33,40,5
S201301189,3.25,3.53,34,6
S201301190,3.15,3.18,31,3
S201301191,3.71,4.03,28,1
S201301192,3.5,3.64,22,6
S201301193,2.74,2.93,39,2
S201301194,3.5,3.72,34,3
S201301195,2.32,2.47,54,6
S201301196,4.0,4.2,17,8
S201301197,3.12,3.2,50,2
S201301198,3.48,3.54,36,4
S201301199,3.1,3.29,38,0
S201301200,3.19,3.41,39,2
S201301201,3.61,3.63,32,0
S201301202,3.19,3.45,33,3
S201301203,3.07,3.15,28,1
S201301204,2.42,2.52,60,1
S201301205,4.0,4.16,22,1
S201301206,2.94,3.13,45,0
S201301207,2.82,2.9,52,1
S201301208,3.55,3.8,26,0
S201301209,2.3,2.27,51,4
S201301210,3.04,3.15,35,4
S201301211,2.71,2.88,40,4
S201301212,2.83,2.92,38,3
S201301213,3.34,3.47,30,8
S201301214,3.69,3.91,9,2
S201301215,3.38,3.52,35,0
S201301216,3.64,4.0,33,0
S201301217,3.14,3.17,33,2
S201301218,2.69,2.79,56,0
S201301219,2.38,2.52,47,1
S201301220,2.73,2.79,36,0
S201301221,2.82,2.96,33,2
S201301222,3.17,3.17,51,1
S201301223,3.31,3.31,40,4
S201301224,3.5,3.62,25,4
S201301225,2.93,3.24,50,4
S201301226,3.06,3.26,29,6
S201301227,3.86,3.93,18,1
S201301228,3.51,3.79,35,3
S201301229,3.01,3.39,38,1
S201301230,3.76,3.96,44,4
S201301231,2.91,3.05,55,3
S201301232,3.13,3.27,30,1
S201301233,2.78,2.93,57,3
S201301234,3.21,3.38,20,0
S201301235,3.11,3.38,28,3
S201301236,3.44,3.61,31,0
S201301237,2.72,2.96,55,0
S201301238,3.41,3.53,24,0
S201301239,3.03,3.06,39,6
S201301240,3.47,3.64,29,0
S201301241,3.62,3.77,30,4
S201301242,2.88,2.99,45,5
S201301243,3.28,3.66,41,3
S201301244,2.8,2.9,45,1
S201301245,3.36,3.29,46,4
S201301246,2.78,2.95,45,3
S201301247,3.0,3.25,40,5
S201301248,3.28,3.38,31,4
S201301249,3.85,3.89,15,4
S201301250,3.42,3.67,24,4
S201301251,4.0,4.23,11,1
S201301252,3.78,3.83,28,5
S201301253,3.72,3.9,20,3
S201301254,3.15,3.34,41,6
S201301255,3.33,3.43,37,3
S201301256,2.89,2.93,44,2
S201301257,3.04,3.25,22,5
S201301258,2.98,3.14,41,3
S201301259,2.36,2.62,57,5
S201301260,3.07,3.28,49,3
S201301261,2.96,3.08,37,1
S201301262,2.98,3.15,43,2
S201301263,2.48,2.77,40,0
S201301264,3.96,4.33,15,1
S201301265,2.51,2.61,58,0
S201301266,3.43,3.44,35,1
S201301267,3.31,3.36,26,0
S201301268,3.4,3.52,38,8
S201301269,3.34,3.45,43,6
S201301270,2.97,3.19,49,2
S201301271,2.51,2.65,57,2
S201301272,2.89,3.16,50,1
S201301273,2.06,2.37,52,6
S201301274,2.61,2.77,59,2
S201301275,3.24,3.45,36,6
S201301276,2.75,2.95,48,2
S201301277,2.67,2.77,42,5
S201301278,2.85,2.98,33,4
S201301279,2.5,2.67,46,2
S201301280,2.89,2.97,37,6
S201301281,3.56,3.88,28,4
S201301282,3.04,3.27,38,0
S201301283,3.07,3.23,48,7
S201301284,3.35,3.63,25,3
S201301285,2.86,3.19,42,6
S201301286,2.77,2.99,31,3
S201301287,3.23,3.37,25,2
S201301288,2.65,2.69,64,3
S201301289,3.31,3.57,27,0
S201301290,2.79,2.91,35,5
S201301291,3.24,3.42,30,7
S201301292,3.69,3.85,29,3
S201301293,3.65,3.85,17,0
S201301294,3.31,3.42,30,0
S201301295,3.7,3.7,28,4
S201301296,3.43,3.65,26,0
S201301297,3.91,4.07,28,2
S201301298,2.54,2.7,48,2
S201301299,2.97,3.27,36,0
S201301300,3.24,3.24,34,2
S201301301,2.94,3.06,36,1
S201301302,2.36,2.58,52,3
S201301303,3.59,3.72,31,0
S201301304,3.63,3.85,25,0
S201301305,3.22,3.26,25,0
S201301306,2.66,2.87,47,5
S201301307,3.18,3.45,20,5
S201301308,2.94,2.9,55,4
S201301309,3.12,3.24,44,0
S201301310,3.93,4.11,11,2
S201301311,3.12,3.17,37,2
S201301312,3.23,3.4,49,5
S201301313,3.13,3.15,22,0
S201301314,3.23,3.26,28,7
S201301315,4.0,4.26,16,0
S201301316,2.74,2.95,48,4
S201301317,3.38,3.53,37,1
S201301318,2.82,3.05,26,7
S201301319,3.27,3.52,27,2
S201301320,2.7,2.9,37,3
S201301321,3.26,3.5,30,3
S201301322,2.83,3.15,55,0
S201301323,3.21,3.37,32,0
S201301324,2.92,3.04,41,4
S201301325,3.99,4.02,25,0
S201301326,2.51,2.52,48,0
S201301327,3.2,3.51,24,0
S201301328,3.54,3.62,40,0
S201301329,2.07,2.22,62,4
S201301330,2.54,2.57,54,5
S201301331,3.61,3.78,41,0
S201301332,4.0,4.11,18,0
S201301333,2.71,2.81,50,3
S201301334,3.21,3.41,51,1
S201301335,2.57,2.65,40,6
S201301336,3.01,3.19,28,0
S201301337,3.91,3.99,18,0
S201301338,2.86,2.88,39,0
S201301339,3.27,3.46,21,0
S201301340,2.93,2.98,31,4
S201301341,3.68,3.85,20,7
S201301342,3.88,4.0,30,0
S201301343,2.61,2.63,55,2
S201301344,3.24,3.48,33,3
S201301345,2.91,3.1,39,0
S201301346,2.72,2.89,44,4
S201301347,3.82,3.93,26,1
S201301348,2.35,2.44,65,1
S201301349,2.49,2.65,49,2
S201301350,2.71,2.91,47,7
S201301351,2.46,2.55,53,1
S201301352,4.0,4.08,31,7
S201301353,3.03,3.06,33,1
S201301354,3.65,3.7,16,6
S201301355,3.42,3.52,31,3
S201301356,3.79,4.03,21,5
S201301357,3.86,4.2,18,0
S201301358,2.99,3.08,34,2
S201301359,3.87,3.97,28,1
S201301360,2.51,2.82,55,2
S201301361,3.02,3.21,47,0
S201301362,2.97,3.21,30,2
S201301363,3.79,3.97,20,1
S201301364,3.16,3.4,39,5
S201301365,3.03,3.04,37,3
S201301366,3.82,3.69,27,1
S201301367,3.45,3.72,28,0
S201301368,3.12,3.28,41,7
S201301369,3.38,3.5,30,1
S201301370,2.79,2.84,44,7
S201301371,2.94,3.14,44,4
S201301372,3.11,3.31,57,6
S201301373,3.15,3.28,27,6
S201301374,3.27,3.31,29,0
S201301375,3.29,3.35,33,4
S201301376,3.24,3.46,45,4
S201301377,3.3,3.44,44,5
S201301378,3.39,3.38,39,4
S201301379,3.77,4.0,15,4
S201301380,2.36,2.51,55,3
S201301381,3.05,2.97,44,5
S201301382,3.72,3.91,19,6
S201301383,3.43,3.68,37,2
S201301384,2.81,2.96,36,2
S201301385,3.13,3.3,21,5
S201301386,4.0,4.12,25,6
S201301387,3.39,3.5,19,1
S201301388,3.27,3.51,43,1
S201301389,3.64,3.92,12,1
S201301390,3.26,3.51,36,3
S201301391,3.34,3.49,44,1
S201301392,3.69,3.86,19,2
S201301393,3.13,3.27,30,3
S201301394,3.21,3.41,54,0
S201301395,3.07,3.16,48,4
S201301396,3.24,3.27,47,2
S201301397,3.18,3.49,32,0
S201301398,2.87,2.99,49,7
S201301399,2.78,3.0,48,4
S201301400,3.04,3.14,53,6
S201301401,3.48,3.73,53,2
S201301402,2.83,3.05,40,8
S201301403,2.71,2.89,49,8
S201301404,3.26,3.48,35,6
S201301405,2.81,2.96,45,6
S201301406,3.47,3.53,32,0
S201301407,3.56,3.77,25,0
S201301408,4.0,4.04,11,5
S201301409,4.0,4.05,25,3
S201301410,3.52,3.64,31,1
S201301411,3.45,3.68,39,3
S201301412,2.85,3.01,30,7
S201301413,2.79,2.98,41,7
S201301414,3.2,3.36,37,1
S201301415,3.91,4.05,21,4
S201301416,3.63,3.69,29,0
S201301417,2.67,2.76,47,1
S201301418,3.41,3.61,46,0
S201301419,3.55,3.63,37,2
S201301420,3.45,3.44,8,0
S201301421,3.21,3.48,52,7
S201301422,4.0,4.09,12,2
S201301423,2.68,2.92,57,8
S201301424,2.96,3.06,27,5
S201301425,3.76,3.92,14,0
S201301426,2.89,3.04,54,4
S201301427,3.44,3.43,36,0
S201301428,3.51,3.59,30,2
S201301429,3.79,3.91,16,4
S201301430,3.62,3.79,38,0
S201301431,3.04,3.33,52,0
S201301432,3.79,3.83,20,5
S201301433,4.0,4.17,14,4
S201301434,2.62,2.72,39,4
S201301435,2.48,2.69,45,3
S201301436,3.38,3.54,42,1
S201301437,2.75,2.8,50,2
S201301438,3.54,3.74,35,2
S201301439,3.25,3.33,24,4
S201301440,3.73,3.89,30,0
S201301441,3.22,3.48,46,2
S201301442,3.5,3.79,13,5
S201301443,2.52,2.66,50,5
S201301444,3.52,3.72,31,0
S201301445,3.25,3.28,31,2
S201301446,3.17,3.51,40,5
S201301447,2.9,3.03,48,0
S201301448,3.06,3.3,47,2
S201301449,2.75,2.9,50,2
S201301450,3.44,3.59,32,4
S201301451,3.33,3.54,17,8
S201301452,3.74,3.92,31,4
S201301453,3.12,3.28,34,5
S201301454,2.8,2.84,45,2
S201301455,3.4,3.56,31,4
S201301456,2.97,3.36,56,7
S201301457,3.1,3.22,29,6
S201301458,4.0,4.02,20,0
S201301459,4.0,4.08,26,0
S201301460,2.98,3.14,46,5
S201301461,3.53,3.65,33,0
S201301462,2.94,3.02,39,1
S201301463,3.69,3.86,38,0
S201301464,3.7,3.83,21,2
S201301465,2.69,2.84,29,1
S201301466,2.22,2.39,50,5
S201301467,2.86,2.83,45,6
S201301468,2.96,3.18,30,1
S201301469,3.4,3.54,39,4
S201301470,3.57,3.76,13,4
S201301471,3.18,3.31,34,5
S201301472,3.31,3.56,37,4
S201301473,3.12,3.05,30,2
S201301474,3.32,3.52,23,1
S201301475,3.15,3.29,37,0
S201301476,3.07,3.25,47,6
S201301477,3.82,3.84,26,0
S201301478,3.04,3.22,48,1
S201301479,3.51,3.71,31,2
S201301480,3.15,3.33,15,5
S201301481,3.58,3.87,22,5
S201301482,3.49,3.61,10,0
S201301483,2.66,2.87,39,0
S201301484,3.69,3.71,28,2
S201301485,3.41,3.44,20,3
S201301486,3.38,3.59,36,2
S201301487,3.19,3.31,55,1
S201301488,3.79,3.75,26,2
S201301489,2.79,2.94,30,7
S201301490,3.07,3.09,13,0
S201301491,3.59,3.81,40,2
S201301492,3.69,3.73,43,0
S201301493,3.32,3.33,33,2
S201301494,2.71,2.83,35,1
S201301495,3.77,3.87,21,5
S201301496,3.55,3.63,30,3
S201301497,3.41,3.53,42,0
S201301498,4.0,4.22,26,8
S201301499,2.97,3.15,43,2
S201301500,3.4,3.49,36,0
S201301501,3.01,3.26,24,5
S201301502,2.84,3.04,39,3
S201301503,2.66,2.73,33,5
S201301504,3.31,3.55,30,4
S201301505,3.31,3.43,33,0
S201301506,2.91,3.04,32,3
S201301507,3.01,3.14,35,1
S201301508,3.41,3.64,39,3
S201301509,3.25,3.37,36,3
S201301510,2.84,2.93,33,8
S201301511,2.99,3.08,46,6
S201301512,3.62,3.74,17,2
S201301513,3.37,3.67,26,1
S201301514,3.64,3.97,29,5
S201301515,3.79,3.86,35,2
S201301516,3.18,3.31,37,1
S201301517,2.77,2.87,41,7
S201301518,2.96,2.92,35,2
S201301519,2.72,2.89,48,2
S201301520,3.37,3.52,29,0
S201301521,3.25,3.37,30,3
S201301522,3.14,3.22,49,4
S201301523,3.24,3.34,47,2
S201301524,4.0,4.17,15,1
S201301525,3.12,3.25,39,0
S201301526,3.23,3.46,30,6
S201301527,2.8,2.97,37,1
S201301528,3.35,3.59,36,4
S201301529,3.18,3.52,27,2
S201301530,3.95,4.14,3,0
S201301531,3.35,3.7,41,6
S201301532,3.34,3.58,41,4
S201301533,2.69,2.82,50,5
S201301534,3.05,3.31,41,0
S201301535,3.39,3.55,43,6
S201301536,3.47,3.6,27,4
S201301537,2.91,2.94,34,0
S201301538,2.78,3.03,56,3
S201301539,3.55,3.44,21,1
S201301540,3.09,3.29,33,3
S201301541,3.94,4.0,16,7
S201301542,3.06,3.05,40,0
S201301543,2.74,2.81,46,5
S201301544,2.09,2.06,63,0
S201301545,2.87,3.07,45,0
S201301546,3.15,3.24,46,2
S201301547,3.62,3.74,36,4
S201301548,3.56,3.68,25,4
S201301549,3.19,3.44,28,3
S201301550,2.85,2.98,34,4
S201301551,3.72,3.92,25,1
S201301552,3.2,3.32,34,3
S201301553,2.71,2.86,54,4
S201301554,3.08,3.21,40,4
S201301555,3.0,3.08,42,7
S201301556,3.54,3.83,40,3
S201301557,3.67,3.97,12,0
S201301558,3.37,3.53,28,3
S201301559,3.3,3.45,32,4
S201301560,3.54,3.7,30,0
S201301561,2.95,3.03,34,7
S201301562,2.52,2.61,38,3
S201301563,3.53,3.61,29,6
S201301564,4.0,4.08,34,0
S201301565,3.42,3.65,26,1
S201301566,3.26,3.28,35,6
S201301567,3.49,3.69,27,3
S201301568,3.24,3.39,32,2
S201301569,3.57,3.69,15,5
S201301570,3.55,3.59,36,4
S201301571,3.72,3.87,24,1
S201301572,4.0,4.11,22,0
S201301573,2.78,3.04,37,4
S201301574,3.18,3.36,47,3
S201301575,3.6,3.69,24,6
S201301576,3.48,3.76,23,2
S201301577,2.97,3.16,22,3
S201301578,3.62,3.59,23,6
S201301579,3.41,3.48,44,1
S201301580,2.64,2.89,39,4
S201301581,3.72,3.84,37,3
S201301582,3.98,4.15,23,4
S201301583,3.44,3.65,28,3
S201301584,3.17,3.42,36,2
S201301585,2.85,2.96,41,2
S201301586,3.21,3.41,23,5
S201301587,3.11,3.35,32,7
S201301588,3.02,3.17,43,4
S201301589,2.95,3.04,32,3
S201301590,4.0,4.27,25,0
S201301591,2.12,2.37,58,7
S201301592,3.83,4.04,23,3
S201301593,3.16,3.37,33,3
S201301594,3.58,3.61,19,6
S201301595,3.51,3.7,20,0
S201301596,3.03,3.18,40,0
S201301597,3.19,3.51,52,1
S201301598,2.92,3.04,37,5
S201301599,2.97,2.92,36,0
S201301600,3.21,3.38,40,6
S201301601,3.51,3.56,26,4
S201301602,2.72,2.97,46,0
S201301603,2.67,2.76,42,0
S201301604,3.1,3.16,42,0
S201301605,3.13,3.39,46,5
S201301606,3.29,3.42,44,5
S201301607,3.42,3.62,28,5
S201301608,2.46,2.47,54,1
S201301609,2.77,2.84,35,0
S201301610,3.0,3.06,24,0
S201301611,4.0,4.17,17,0
S201301612,2.98,3.01,35,0
S201301613,4.0,4.21,22,0
S201301614,2.85,3.0,53,3
S201301615,3.9,4.19,26,0
S201301616,3.97,4.32,10,8
S201301617,3.79,3.95,26,6
S201301618,3.46,3.67,39,2
S201301619,1.5,1.62,76,1
S201301620,3.85,4.05,24,0
S201301621,3.45,3.45,42,4
S201301622,2.27,2.51,56,6
S201301623,4.0,4.1,27,2
S201301624,2.42,2.59,63,1
S201301625,3.41,3.56,38,0
S201301626,3.18,3.2,48,1
S201301627,2.51,2.75,44,4
S201301628,3.95,4.08,28,5
S201301629,3.12,3.41,30,4
S201301630,3.51,3.47,47,1
S201301631,3.23,3.45,33,0
S201301632,3.51,3.7,23,1
S201301633,3.4,3.68,31,1
S201301634,2.71,2.87,44,1
S201301635,3.13,3.18,19,0
S201301636,2.69,2.72,51,2
S201301637,3.48,3.59,29,3
S201301638,3.59,3.7,15,0
