student_id,cate_hat,cate_se
S201602094,0.036,0.0143
S201602097,0.0808,0.0103
S201602100,0.058,0.0142
S201602103,0.058,0.0151
S201602106,0.0338,0.015
S201602109,0.1042,0.016
S201602112,0.0913,0.0136
S201602115,0.0709,0.0116
S201602118,0.1124,0.0153
S201602121,0.1397,0.0158
S201602124,0.0455,0.0135
S201602127,0.0469,0.0102
S201602130,0.0571,0.0123
S201602133,0.1079,0.0111
S201602136,0.0806,0.014
S201602139,0.1073,0.0151
S201602142,0.116,0.0159
S201602145,0.098,0.0117
S201602148,0.1298,0.0105
S201602151,0.0631,0.0118
S201602154,0.1694,0.0145
S201602157,0.1494,0.0153
S201602160,0.1189,0.0129
S201602163,0.1346,0.0102
S201602166,0.045,0.0116
S201602169,0.1011,0.0149
S201602172,0.1749,0.0156
S201602175,0.1132,0.0121
S201602178,0.1495,0.0151
S201602181,0.0562,0.0147
S201602184,0.1264,0.0127
S201602187,0.0776,0.0125
S201602190,0.0461,0.0146
S201602193,0.0322,0.0108
S201602196,0.1212,0.0111
S201602199,0.0378,0.0111
S201602202,0.1342,0.0117
S201602205,0.1084,0.0149
S201602208,0.0506,0.0148
S201602211,0.0429,0.0111
S201602214,0.0847,0.0102
S201602217,0.0918,0.0158
S201602220,0.089,0.0152
S201602223,0.059,0.0103
S201602226,0.0505,0.0116
S201602229,0.0661,0.0123
S201602232,0.0376,0.0101
S201602235,0.1309,0.0117
S201602238,0.0368,0.0142
S201602241,0.0392,0.0138
S201602244,0.0942,0.0133
S201602247,0.0917,0.0102
S201602250,0.0508,0.0134
S201602253,0.1874,0.0131
S201602256,0.0598,0.0136
S201602259,0.056,0.0148
S201602262,0.0496,0.0101
S201602265,0.073,0.0158
S201602268,0.1422,0.0147
S201602271,0.0918,0.0125
S201602274,0.1256,0.0121
S201602277,0.1057,0.0124
S201602280,0.1673,0.0131
S201602283,0.1138,0.0148
S201602286,0.02,0.0127
S201602289,0.0518,0.0101
S201602292,0.1074,0.0123
S201602295,0.0827,0.0158
S201602298,0.0598,0.0119
S201602301,0.1175,0.011
S201602304,0.046,0.013
S201602307,0.0397,0.0111
S201602310,0.0467,0.0143
S201602313,0.1653,0.0104
S201602316,0.0951,0.0149
S201602319,0.0651,0.0159
S201602322,0.0636,0.0153
S201602325,0.1129,0.0138
S201602328,0.134,0.0121
S201602331,0.1274,0.0106
S201602334,0.1848,0.0118
S201602337,0.0283,0.0147
S201602340,0.1278,0.0108
S201602343,0.0877,0.0111
S201602346,0.1612,0.0152
S201602349,0.0837,0.0124
S201602352,0.0593,0.0135
S201602355,0.0419,0.01
S201602358,0.0512,0.0135
S201602361,0.1344,0.0156
S201602364,0.044,0.0158
S201602367,0.0703,0.0112
S201602370,0.0869,0.0138
S201602373,0.1042,0.0129
S201602376,0.0676,0.0153
S201602379,0.191,0.0122
S201602382,0.0961,0.0101
S201602385,0.052,0.0121
S201602388,0.0812,0.015
S201602391,0.0953,0.0108
S201602394,0.0659,0.0101
S201602397,0.1575,0.0132
S201602400,0.0302,0.0125
S201602403,0.1057,0.0123
S201602406,0.0922,0.0141
S201602409,0.1316,0.0152
S201602412,0.0621,0.0111
S201602415,0.047,0.0149
S201602418,0.0663,0.0148
S201602421,0.1846,0.0145
S201602424,0.1218,0.015
S201602427,0.0572,0.0147
S201602430,0.1067,0.0113
S201602433,0.0289,0.0128
S201602436,0.0673,0.0133
S201602439,0.0504,0.0159
S201602442,0.1162,0.0141
S201602445,0.1336,0.0152
S201602448,0.1105,0.0106
S201602451,0.1331,0.01
S201602454,0.1643,0.0112
S201602457,0.0742,0.0157
S201602460,0.144,0.0128
S201602463,0.0321,0.0119
S201602466,0.0915,0.0143
S201602469,0.0423,0.0118
S201602472,0.1283,0.0103
S201602475,0.0866,0.0155
S201602478,0.0586,0.0149
S201602481,0.046,0.0149
S201602484,0.1806,0.0125
S201602487,0.074,0.0128
S201602490,0.1561,0.0116
S201602493,0.0447,0.0123
S201602496,0.1052,0.0147
S201602499,0.1182,0.0151
S201602502,0.0652,0.0122
S201602505,0.0488,0.0111
S201602508,0.0752,0.0131
S201602511,0.1656,0.0142
S201602514,0.1063,0.0114
S201602517,0.042,0.0157
S201602520,0.0358,0.013
S201602523,0.0703,0.0105
S201602526,0.1514,0.0135
S201602529,0.1111,0.0113
S201602532,0.1172,0.0158
S201602535,0.1234,0.0111
S201602538,0.0212,0.0149
S201602541,0.0726,0.0148
S201602544,0.0291,0.012
S201602547,0.1891,0.0135
S201602550,0.0714,0.0131
S201602553,0.0136,0.0148
S201602556,0.0584,0.0116
S201602559,0.0714,0.0111
S201602562,0.0987,0.0139
S201602565,0.1754,0.012
S201602568,0.0439,0.0115
S201602571,0.1449,0.0125
S201602574,0.0821,0.013
S201602577,0.1555,0.0107
S201602580,0.0957,0.0102
S201602583,0.0601,0.0104
S201602586,0.0613,0.014
S201602589,0.026,0.0159
S201602592,0.0938,0.0114
S201602595,0.1833,0.0139
S201602598,0.0746,0.0136
S201602601,0.1313,0.0157
S201602604,0.0467,0.0119
S201602607,0.1459,0.0127
S201602610,0.0946,0.0129
S201602613,0.1104,0.0155
S201602616,0.0677,0.0149
S201602619,0.0979,0.0145
S201602622,0.1412,0.0154
S201602625,0.1315,0.0139
S201602628,0.057,0.013
S201602631,0.1004,0.012
S201602634,0.0465,0.0125
S201602637,0.0646,0.0118
S201602640,0.0177,0.0111
S201602643,0.1338,0.0106
S201602646,0.0246,0.011
S201602649,0.0872,0.0117
S201602652,0.0662,0.0149
S201602655,0.046,0.0148
S201602658,0.0754,0.0121
S201602661,0.1145,0.0104
S201602664,0.0904,0.0108
S201602667,0.0394,0.014
S201602670,0.1564,0.0113
S201602673,0.1373,0.0132
S201602676,0.1335,0.0112
S201602679,0.1449,0.0152
S201602682,0.1046,0.0125
S201602685,0.059,0.0142
S201602688,0.1128,0.0129
S201602691,0.0604,0.0121
S201602694,0.1046,0.0125
S201602697,0.1273,0.0111
S201602700,0.0586,0.0105
S201602703,0.082,0.014
S201602706,0.0507,0.0159
S201602709,0.0591,0.0116
S201602712,0.1547,0.0139
S201602715,0.0531,0.0143
S201602718,0.016,0.0101
S201602721,0.0486,0.0124
S201602724,0.1074,0.0132
S201602727,0.1593,0.01
S201602730,0.0432,0.0127
S201602733,0.0997,0.0123
S201602736,0.1409,0.012
S201602739,0.0418,0.0122
S201602742,0.1828,0.0126
S201602745,0.1049,0.0136
S201602748,0.0259,0.01
S201602751,0.0998,0.0112
S201602754,0.0332,0.0103
S201602757,0.0226,0.0138
S201602760,0.1209,0.0123
S201602763,0.1576,0.0109
S201602766,0.0466,0.0137
S201602769,0.1178,0.0102
S201602772,0.0348,0.011
S201602775,0.1622,0.0127
S201602778,0.0548,0.0135
S201602781,0.0755,0.0106
S201602784,0.0534,0.0152
S201602787,0.0647,0.0143
S201602790,0.1041,0.0158
S201602793,0.0435,0.0148
S201602796,0.1158,0.0144
S201602799,0.0742,0.0105
S201602802,0.0378,0.0141
S201602805,0.0328,0.0157
S201602808,0.1403,0.0149
S201602811,0.0234,0.0118
S201602814,0.0481,0.0121
S201602817,0.0534,0.0114
S201602820,0.0583,0.0158
S201602823,0.1402,0.0137
S201602826,0.131,0.012
S201602829,0.1917,0.0118
S201602832,0.0942,0.0103
S201602835,0.051,0.0104
S201602838,0.1268,0.0135
S201602841,0.0494,0.0157
S201602844,0.1458,0.0133
S201602847,0.0596,0.0132
S201602850,0.0964,0.0147
S201602853,0.1739,0.0104
S201602856,0.0952,0.0114
S201602859,0.0345,0.0106
S201602862,0.0373,0.0112
S201602865,0.0963,0.0142
S201602868,0.0861,0.0103
S201602871,0.132,0.0108
S201602874,0.1228,0.011
S201602877,0.0375,0.0156
S201602880,0.049,0.0115
S201602883,0.0879,0.0103
S201602886,0.0809,0.0138
S201602889,0.0246,0.0137
S201602892,0.1664,0.0159
S201602895,0.1271,0.0128
S201602898,0.098,0.0115
S201602901,0.1327,0.0115
S201602904,0.0707,0.0101
S201602907,0.1247,0.013
S201602910,0.0391,0.0131
S201602913,0.1385,0.0143
S201602916,0.0445,0.0157
S201602919,0.0498,0.0156
S201602922,0.0948,0.0142
S201602925,0.0853,0.0124
S201602928,0.1029,0.0158
S201602931,0.0971,0.0155
S201602934,0.1136,0.0134
S201602937,0.0387,0.0124
S201602940,0.0763,0.0148
S201602943,0.0922,0.0123
S201602946,0.0667,0.015
S201602949,0.0488,0.015
S201602952,0.1381,0.0116
S201602955,0.0611,0.0123
S201602958,0.1221,0.014
S201602961,0.1335,0.0128
S201602964,0.1089,0.0138
S201602967,0.0496,0.0124
S201602970,0.0457,0.0139
S201602973,0.1193,0.011
S201602976,0.0567,0.0125
S201602979,0.041,0.0137
S201602982,0.0618,0.0149
S201602985,0.0601,0.0105
S201602988,0.0903,0.0103
S201602991,0.0735,0.0141
S201602994,0.072,0.014
S201602997,0.0536,0.0138
S201603000,0.1141,0.01
S201603003,0.0455,0.0119
S201603006,0.122,0.0156
S201603009,0.0512,0.0123
S201603012,0.1363,0.0102
S201603015,0.0699,0.0131
S201603018,0.0627,0.0101
S201603021,0.1501,0.0129
S201603024,0.0466,0.0139
S201603027,0.1641,0.0154
S201603030,0.1258,0.013
S201603033,0.091,0.0104
S201603036,0.1372,0.0117
S201603039,0.0579,0.0136
S201603042,0.1614,0.0103
S201603045,0.1215,0.0125
S201603048,0.0461,0.0125
S201603051,0.0584,0.0135
S201603054,0.1772,0.0117
S201603057,0.1021,0.0127
S201603060,0.0581,0.0153
S201603063,0.1607,0.013
S201603066,0.0428,0.0134
S201603069,0.0348,0.0158
S201603072,0.0927,0.0101
S201700001,0.1106,0.0157
S201700004,0.173,0.0123
S201700007,0.0638,0.0147
S201700010,0.1297,0.011
S201700013,0.046,0.0122
S201700016,0.1065,0.0132
S201700019,0.183,0.0159
S201700022,0.1651,0.0124
S201700025,0.1043,0.0133
S201700028,0.1163,0.0151
S201700031,0.0964,0.0119
S201700034,0.1537,0.0123
S201700037,0.157,0.0101
S201700040,0.1138,0.0142
S201700043,0.0468,0.0115
S201700046,0.1248,0.0131
S201700049,0.0324,0.0158
S201700052,0.029,0.0107
S201700055,0.1106,0.0158
S201700058,0.1345,0.014
S201700061,0.0842,0.014
S201700064,0.0485,0.01
S201700067,0.1676,0.012
S201700070,0.04,0.0106
S201700073,0.0271,0.0111
S201700076,0.0315,0.0128
S201700079,0.0781,0.0129
S201700082,0.0563,0.0148
S201700085,0.1115,0.0146
S201700088,0.0628,0.0109
S201700091,0.0297,0.0123
S201700094,0.0724,0.014
S201700097,0.0619,0.011
S201700100,0.1064,0.0106
S201700103,0.1397,0.0122
S201700106,0.129,0.0146
S201700109,0.1578,0.016
S201700112,0.0622,0.0153
S201700115,0.1167,0.0104
S201700118,0.1114,0.0124
S201700121,0.0582,0.0125
S201700124,0.0721,0.0147
S201700127,0.0824,0.0156
S201700130,0.0395,0.0153
S201700133,0.0276,0.0102
S201700136,0.0681,0.0153
S201700139,0.1204,0.0107
S201700142,0.0461,0.0114
S201700145,0.0883,0.012
S201700148,0.059,0.0157
S201700151,0.0477,0.0155
S201700154,0.1062,0.0112
S201700157,0.0283,0.0101
S201700160,0.0546,0.0112
S201700163,0.0335,0.0117
S201700166,0.1177,0.0126
S201700169,0.1942,0.0112
S201700172,0.1649,0.0108
S201700175,0.1545,0.015
S201700178,0.0653,0.0101
S201700181,0.097,0.0144
S201700184,0.0808,0.011
S201700187,0.0997,0.0112
S201700190,0.0886,0.0132
S201700193,0.1342,0.013
S201700196,0.124,0.0136
S201700199,0.1576,0.0104
S201700202,0.1047,0.0154
S201700205,0.0435,0.0139
S201700208,0.0424,0.0112
S201700211,0.1604,0.0144
S201700214,0.0257,0.0142
S201700217,0.1438,0.0121
S201700220,0.1438,0.0159
S201700223,0.1327,0.0116
S201700226,0.108,0.0102
S201700229,0.0465,0.0152
S201700232,0.1208,0.0135
S201700235,0.0987,0.0126
S201700238,0.0842,0.0123
S201700241,0.048,0.0125
S201700244,0.0988,0.0147
S201700247,0.113,0.0154
S201700250,0.1528,0.0109
S201700253,0.0664,0.0152
S201700256,0.0469,0.0149
S201700259,0.0988,0.0116
S201700262,0.1083,0.0107
S201700265,0.129,0.0142
S201700268,0.0854,0.0157
S201700271,0.064,0.0147
S201700274,0.0908,0.016
S201700277,0.0676,0.0155
S201700280,0.0741,0.0117
S201700283,0.129,0.0113
S201700286,0.0913,0.0156
S201700289,0.1737,0.0105
S201700292,0.11,0.0102
S201700295,0.1529,0.0137
S201700298,0.0394,0.0154
S201700301,0.1774,0.011
S201700304,0.0437,0.0148
S201700307,0.1525,0.0134
S201700310,0.0451,0.0134
S201700313,0.0502,0.0134
S201700316,0.0344,0.0121
S201700319,0.0677,0.0126
S201700322,0.1214,0.0115
S201700325,0.1224,0.0145
S201700328,0.0551,0.0151
S201700331,0.1421,0.0106
S201700334,0.1506,0.0109
S201700337,0.1704,0.0122
S201700340,0.141,0.015
S201700343,0.0989,0.0145
S201700346,0.0652,0.0154
S201700349,0.0803,0.011
S201700352,0.1662,0.011
S201700355,0.0492,0.0147
S201700358,0.0407,0.0158
S201700361,0.1209,0.01
S201700364,0.0503,0.0156
S201700367,0.0905,0.0132
S201700370,0.0649,0.0133
S201700373,0.1343,0.0141
S201700376,0.0541,0.0105
S201700379,0.0361,0.01
S201700382,0.0932,0.0112
S201700385,0.1428,0.0119
S201700388,0.1126,0.0119
S201700391,0.1088,0.0112
S201700394,0.0941,0.0122
S201700397,0.0686,0.0104
S201700400,0.0907,0.0112
S201700403,0.112,0.0153
S201700406,0.107,0.0101
S201700409,0.1145,0.0129
S201700412,0.1243,0.0122
S201700415,0.1135,0.0138
S201700418,0.0607,0.0153
S201700421,0.0272,0.0113
S201700424,0.1192,0.0115
S201700427,0.0986,0.0131
S201700430,0.065,0.0158
S201700433,0.0673,0.0156
S201700436,0.084,0.0129
S201700439,0.0774,0.0147
S201700442,0.0477,0.0132
S201700445,0.1219,0.0141
S201700448,0.0336,0.0102
S201700451,0.018,0.0157
S201700454,0.0161,0.0149
S201700457,0.112,0.0158
S201700460,0.1286,0.0108
S201700463,0.0627,0.0121
S201700466,0.0449,0.0151
S201700469,0.1113,0.0112
S201700472,0.1014,0.0152
S201700475,0.1207,0.0131
S201700478,0.1121,0.0128
S201700481,0.0416,0.0149
S201700484,0.1653,0.0102
S201700487,0.0451,0.011
S201700490,0.0508,0.0143
S201700493,0.1403,0.0156
S201700496,0.0622,0.0112
S201700499,0.1496,0.0154
S201700502,0.131,0.0154
S201700505,0.1538,0.0156
S201700508,0.0593,0.0151
S201700511,0.1446,0.0143
S201700514,0.1128,0.016
S201700517,0.116,0.0113
S201700520,0.127,0.0105
S201700523,0.1317,0.0101
S201700526,0.0698,0.0124
S201700529,0.0373,0.013
S201700532,0.0881,0.0106
S201700535,0.0272,0.011
S201700538,0.089,0.0121
S201700541,0.0467,0.0101
S201700544,0.0468,0.0127
S201700547,0.1281,0.0111
S201700550,0.1608,0.0101
S201700553,0.1059,0.0138
S201700556,0.0493,0.0116
S201700559,0.1279,0.0145
S201700562,0.0714,0.0119
S201700565,0.0366,0.0101
S201700568,0.102,0.014
S201700571,0.0478,0.0113
S201700574,0.111,0.0145
S201700577,0.0405,0.015
S201700580,0.0896,0.0147
S201700583,0.0549,0.0147
S201700586,0.1173,0.0109
S201700589,0.1913,0.0151
S201700592,0.0477,0.0116
S201700595,0.0201,0.0141
S201700598,0.069,0.011
S201700601,0.051,0.0154
S201700604,0.0872,0.0157
S201700607,0.0789,0.0121
S201700610,0.1093,0.0122
S201700613,0.179,0.0148
S201700616,0.0485,0.0125
S201700619,0.0458,0.016
S201700622,0.0582,0.0141
S201700625,0.0884,0.0148
S201700628,0.1234,0.0101
S201700631,0.0882,0.012
S201700634,0.1244,0.0118
S201700637,0.1262,0.0144
S201700640,0.1153,0.0138
S201700643,0.0248,0.0123
S201700646,0.0521,0.0129
S201700649,0.135,0.0121
S201700652,0.0913,0.0105
S201700655,0.0344,0.0134
S201700658,0.056,0.0144
S201700661,0.0436,0.0105
S201700664,0.035,0.0122
S201700667,0.0666,0.0135
S201700670,0.0463,0.0103
S201700673,0.0403,0.0107
S201700676,0.1245,0.0134
S201700679,0.0901,0.0131
S201700682,0.2003,0.0112
S201700685,0.0653,0.0124
S201700688,0.1331,0.0155
S201700691,0.0514,0.0125
S201700694,0.0336,0.0104
S201700697,0.0642,0.0122
S201700700,0.0238,0.0102
S201700703,0.0861,0.0104
S201700706,0.0738,0.0134
S201700709,0.0539,0.0142
S201700712,0.0314,0.0113
S201700715,0.0474,0.0127
S201700718,0.0592,0.0143
S201700721,0.0933,0.0155
S201700724,0.1587,0.0122
S201700727,0.0385,0.0136
S201700730,0.1801,0.0143
S201700733,0.1068,0.0125
S201700736,0.0486,0.013
S201700739,0.1172,0.0152
S201700742,0.1404,0.0136
S201700745,0.1131,0.0155
S201700748,0.0471,0.0143
S201700751,0.1659,0.0146
S201700754,0.1082,0.0145
S201700757,0.1323,0.0113
S201700760,0.1243,0.0111
S201700763,0.0924,0.012
S201700766,0.0506,0.0138
S201700769,0.151,0.015
S201700772,0.1504,0.011
S201700775,0.0526,0.0143
S201700778,0.1353,0.0159
S201700781,0.0188,0.0157
S201700784,0.0684,0.0146
S201700787,0.0675,0.0153
S201700790,0.1063,0.0152
S201700793,0.0652,0.0136
S201700796,0.0646,0.0114
S201700799,0.0487,0.0119
S201700802,0.0866,0.0157
S201700805,0.1191,0.0122
S201700808,0.0396,0.0135
S201700811,0.1317,0.0134
S201700814,0.1788,0.0148
S201700817,0.0462,0.0135
S201700820,0.0495,0.0149
S201700823,0.0507,0.011
S201700826,0.0309,0.0117
S201700829,0.0399,0.0147
S201700832,0.0483,0.0135
S201700835,0.138,0.0156
S201700838,0.1004,0.0105
S201700841,0.0377,0.0101
S201700844,0.115,0.0129
S201700847,0.0177,0.0104
S201700850,0.0641,0.0117
S201700853,0.0263,0.0127
S201700856,0.1503,0.0102
S201700859,0.0243,0.0143
S201700862,0.0364,0.0145
S201700865,0.1272,0.0149
S201700868,0.1609,0.0151
S201700871,0.0806,0.0116
S201700874,0.1243,0.0126
S201700877,0.0804,0.0132
S201700880,0.0336,0.0157
S201700883,0.0491,0.0149
S201700886,0.0578,0.0143
S201700889,0.1535,0.0128
S201700892,0.1384,0.0129
S201700895,0.0496,0.0126
S201700898,0.0512,0.014
S201700901,0.1353,0.0116
S201700904,0.0433,0.0103
S201700907,0.0582,0.0121
S201700910,0.0587,0.0121
S201700913,0.0578,0.011
S201700916,0.0507,0.0125
S201700919,0.0511,0.0131
S201700922,0.119,0.0127
S201700925,0.1419,0.0129
S201700928,0.0285,0.0111
S201700931,0.1771,0.0107
S201700934,0.1501,0.0122
S201700937,0.035,0.0112
S201700940,0.0273,0.0111
S201700943,0.0402,0.012
S201700946,0.0532,0.0125
S201700949,0.0317,0.0104
S201700952,0.0826,0.0147
S201700955,0.1148,0.0131
S201700958,0.0685,0.0119
S201700961,0.1217,0.0116
S201700964,0.0484,0.0106
S201700967,0.1492,0.0107
S201700970,0.0503,0.0146
S201700973,0.0471,0.0119
S201700976,0.0933,0.0109
S201700979,0.1032,0.0135
S201700982,0.0825,0.0136
S201700985,0.1795,0.0151
S201700988,0.0822,0.0105
S201700991,0.2057,0.0118
S201700994,0.115,0.016
S201700997,0.1266,0.015
S201701000,0.0204,0.0101
S201701003,0.1063,0.0101
S201701006,0.1522,0.0116
S201701009,0.043,0.0139
S201701012,0.0913,0.0151
S201701015,0.1143,0.0128
S201701018,0.0381,0.0105
S201701021,0.1439,0.0151
S201701024,0.0487,0.0152
S201701027,0.1185,0.0104
S201701030,0.1415,0.0143
S201701033,0.1303,0.0133
S201701036,0.0404,0.013
S201701039,0.1217,0.0124
S201701042,0.0355,0.0153
S201701045,0.0671,0.0156
S201701048,0.0732,0.0128
S201701051,0.1196,0.0156
S201701054,0.0986,0.0104
S201701057,0.0592,0.0139
S201701060,0.0637,0.0157
S201701063,0.08,0.0149
S201701066,0.0522,0.0149
S201701069,0.1055,0.0157
S201701072,0.1438,0.01
S201701075,0.031,0.016
S201701078,0.0573,0.0108
S201701081,0.0359,0.0105
S201701084,0.0396,0.0123
S201701087,0.1164,0.0114
S201701090,0.0578,0.0123
S201701093,0.0535,0.0137
S201701096,0.1026,0.0146
S201701099,0.1153,0.0153
S201701102,0.0834,0.0147
S201701105,0.1872,0.0158
S201701108,0.0349,0.0133
S201701111,0.0946,0.0111
S201701114,0.0243,0.0107
S201701117,0.0386,0.013
S201701120,0.1097,0.0158
S201701123,0.0449,0.0145
S201701126,0.1218,0.0142
S201701129,0.0715,0.0117
S201701132,0.1596,0.0137
S201701135,0.1556,0.0122
S201701138,0.0412,0.0154
S201701141,0.1304,0.0112
S201701144,0.0423,0.0108
S201701147,0.0631,0.0145
S201701150,0.0376,0.0159
S201701153,0.1284,0.0119
S201701156,0.0858,0.0119
S201701159,0.0612,0.0134
S201701162,0.0619,0.0127
S201701165,0.0595,0.0127
S201701168,0.0259,0.0155
S201701171,0.051,0.0144
S201701174,0.0793,0.0126
S201701177,0.0474,0.0108
S201701180,0.0425,0.0107
S201701183,0.0359,0.0104
S201701186,0.0623,0.0111
S201701189,0.1269,0.0134
S201701192,0.0952,0.0142
S201701195,0.0737,0.0129
S201701198,0.0907,0.0115
S201701201,0.1192,0.0105
S201701204,0.1084,0.0156
S201701207,0.0198,0.0101
S201701210,0.1475,0.0132
S201701213,0.0213,0.012
S201701216,0.155,0.0124
S201701219,0.1233,0.0102
S201701222,0.1034,0.0105
S201701225,0.0501,0.0129
S201701228,0.0684,0.014
S201701231,0.0344,0.011
S201701234,0.0565,0.0158
S201701237,0.0463,0.0123
S201701240,0.0629,0.0149
S201701243,0.0409,0.0107
S201701246,0.0707,0.0134
S201701249,0.1777,0.0146
S201701252,0.0446,0.0124
S201701255,0.0687,0.0151
S201701258,0.0831,0.0153
S201701261,0.0931,0.0151
S201701264,0.0562,0.0106
S201701267,0.1054,0.013
S201701270,0.0679,0.0106
S201701273,0.0664,0.0108
S201701276,0.1115,0.0151
S201701279,0.171,0.016
S201701282,0.1729,0.0134
S201701285,0.0542,0.0107
S201701288,0.0721,0.0134
S201701291,0.1655,0.0145
S201701294,0.0388,0.0143
S201701297,0.0416,0.0133
S201701300,0.1392,0.0149
S201701303,0.0743,0.0131
S201701306,0.1656,0.0101
S201701309,0.1032,0.0134
S201701312,0.1522,0.0153
S201701315,0.1043,0.0109
S201701318,0.1351,0.0147
S201701321,0.04,0.0146
S201701324,0.0587,0.0153
S201701327,0.0863,0.0124
S201701330,0.1664,0.0131
S201701333,0.0635,0.0131
S201701336,0.1049,0.0155
S201701339,0.044,0.0119
S201701342,0.0983,0.0143
S201701345,0.0865,0.0113
S201701348,0.133,0.013
S201701351,0.0485,0.0108
S201701354,0.0481,0.0152
S201701357,0.1189,0.0118
S201701360,0.0712,0.0158
S201701363,0.1046,0.0117
S201701366,0.1313,0.014
S201701369,0.1013,0.0118
S201701372,0.0474,0.0139
S201701375,0.0608,0.0109
S201701378,0.0328,0.0156
S201701381,0.1437,0.0113
S201701384,0.1385,0.01
S201701387,0.1679,0.0157
S201701390,0.0393,0.0121
S201701393,0.0588,0.0111
S201701396,0.0664,0.0123
S201701399,0.1287,0.0113
S201701402,0.1265,0.0142
S201701405,0.1227,0.0133
S201701408,0.129,0.0138
S201701411,0.0455,0.0147
S201701414,0.1627,0.0151
S201701417,0.0754,0.0104
S201701420,0.0377,0.0121
S201701423,0.1178,0.0122
S201701426,0.1868,0.0133
S201701429,0.1071,0.0118
S201701432,0.0595,0.0114
S201701435,0.0548,0.0114
S201701438,0.1325,0.0102
S201701441,0.0517,0.0119
S201701444,0.1067,0.0119
S201701447,0.0471,0.0152
S201701450,0.1132,0.0103
S201701453,0.13,0.013
S201701456,0.1612,0.0156
S201701459,0.0965,0.0123
S201701462,0.0519,0.0131
S201701465,0.1219,0.015
S201701468,0.0825,0.0104
S201701471,0.0525,0.0111
S201701474,0.1224,0.0122
S201701477,0.0652,0.0108
S201701480,0.035,0.0155
S201701483,0.0453,0.0122
S201701486,0.0432,0.0118
S201701489,0.0805,0.0155
S201701492,0.0463,0.0132
S201701495,0.1178,0.0146
S201701498,0.1014,0.0149
S201701501,0.0838,0.0156
S201701504,0.1223,0.013
S201701507,0.1291,0.0117
S201701510,0.0969,0.0154
S201701513,0.0714,0.0149
S201701516,0.1168,0.0105
S201701519,0.1033,0.015
S201701522,0.0429,0.0134
S201701525,0.0869,0.013
S201701528,0.1606,0.0108
S201701531,0.1116,0.0108
S201701534,0.0473,0.0148
S201701537,0.0988,0.0144
S201701540,0.151,0.0155
S201701543,0.1692,0.0137
S201701546,0.123,0.0157
S201701549,0.1497,0.0114
S201701552,0.1074,0.0149
S201701555,0.0596,0.0147
S201701558,0.0451,0.0136
S201701561,0.0467,0.0155
S201701564,0.0331,0.0115
S201701567,0.0525,0.0131
S201701570,0.0778,0.0142
S201701573,0.1677,0.0128
S201701576,0.0463,0.0156
S201701579,0.0584,0.0108
S201701582,0.0916,0.0112
S201701585,0.0613,0.0137
S201701588,0.0924,0.01
S201701591,0.1074,0.0108
S201701594,0.051,0.0136
S201701597,0.1007,0.0126
S201701600,0.048,0.0157
S201701603,0.0512,0.0128
S201701606,0.1103,0.0123
S201701609,0.0912,0.0155
S201701612,0.0613,0.0156
S201701615,0.0566,0.014
S201701618,0.1212,0.014
S201701621,0.1029,0.0104
S201701624,0.1557,0.0102
S201701627,0.1318,0.0151
S201701630,0.0678,0.0156
S201701633,0.0758,0.0125
S201701636,0.1727,0.0112
S201701639,0.0395,0.0143
S201701642,0.1489,0.0103
S201701645,0.05,0.015
S201701648,0.0543,0.0125
S201701651,0.1026,0.0125
S201701654,0.0901,0.013
S201701657,0.0484,0.0124
S201701660,0.0191,0.0105
S201701663,0.1204,0.0135
S201701666,0.0625,0.0115
S201701669,0.0882,0.0142
S201701672,0.0297,0.0136
S201701675,0.0517,0.0121
S201701678,0.0313,0.013
S201701681,0.0454,0.0114
S201701684,0.1963,0.0128
S201701687,0.094,0.0122
S201701690,0.0535,0.0131
S201701693,0.0629,0.016
S201701696,0.0493,0.0103
S201701699,0.0618,0.0105
S201701702,0.0664,0.0102
S201701705,0.1405,0.011
S201701708,0.1252,0.0112
S201701711,0.115,0.0155
S201701714,0.0443,0.0128
S201701717,0.0386,0.0145
S201701720,0.0418,0.0121
S201701723,0.1063,0.0126
S201701726,0.1091,0.0155
S201701729,0.0548,0.0113
S201701732,0.0465,0.0111
S201701735,0.0477,0.0103
S201701738,0.0536,0.0106
S201701741,0.1009,0.0158
S201701744,0.0523,0.0111
S201701747,0.1698,0.0136
S201701750,0.1353,0.0118
S201701753,0.0701,0.0137
S201701756,0.0681,0.0136
S201701759,0.148,0.0148
S201701762,0.1049,0.0102
S201701765,0.0474,0.0119
S201701768,0.1427,0.0109
S201701771,0.0721,0.0124
S201701774,0.0385,0.0137
S201701777,0.1147,0.01
S201701780,0.0821,0.0144
S201701783,0.0668,0.0151
S201701786,0.0317,0.014
S201701789,0.097,0.0155
S201701792,0.0916,0.0125
S201701795,0.1723,0.0118
S201701798,0.0519,0.0131
S201701801,0.1075,0.0158
S201701804,0.0948,0.0143
S201701807,0.1306,0.0113
S201701810,0.0909,0.0106
S201701813,0.0864,0.0103
S201701816,0.0967,0.0123
S201701819,0.0575,0.012
S201701822,0.0494,0.0125
S201701825,0.1394,0.0102
S201701828,0.0447,0.0145
S201701831,0.1141,0.0115
S201701834,0.0854,0.015
S201701837,0.0432,0.0117
S201701840,0.0387,0.0101
S201701843,0.1106,0.0152
S201701846,0.0698,0.0155
S201701849,0.0608,0.0101
S201701852,0.0589,0.0116
