graduate_id,institution_id,cohort_year,field_of_study,age_at_grad,female,cum_gpa,first_gen,rural_origin,low_income_q,internship_months,high_demand_field,risk_score,eligible_z,enrolled_d,y_match_6m,y_quality_6m,y_stability_12m
G2018001066,U04,2022,BUS,22.9,1,3.265,0,0,0,1,0,21.635,0,0,67.0,0,0
G2018001067,U01,2022,STEM,22.8,0,3.145,1,0,0,2,0,32.614,0,1,83.99,1,1
G2018001068,U03,2021,HLT,27.8,1,2.859,0,0,0,4,1,18.396,0,0,74.55,1,1
G2018001069,U07,2019,STEM,21.9,1,3.11,0,0,0,3,0,25.245,0,0,70.24,1,1
G2018001070,U05,2022,SOC,26.8,0,3.235,1,0,0,1,0,5.294,0,0,65.44,0,1
G2018001071,U03,2018,SOC,26.2,0,3.085,0,0,1,3,0,14.071,0,0,57.96,1,0
G2018001072,U01,2018,HLT,21.2,0,3.492,1,1,1,1,1,42.048,0,0,66.22,1,1
G2018001073,U05,2019,BUS,21.9,0,3.166,0,1,1,4,0,34.348,0,1,73.16,1,1
G2018001074,U07,2019,HUM,26.2,0,2.744,0,0,0,2,0,46.683,0,0,43.24,0,0
G2018001075,U08,2022,EDU,22.3,1,3.116,0,0,0,2,0,24.614,0,1,69.56,1,1
G2018001076,U04,2021,HLT,23.9,1,3.607,0,0,1,2,1,7.363,0,1,82.88,1,1
G2018001077,U04,2018,STEM,23.8,1,3.598,1,1,1,1,1,30.624,0,0,74.17,1,0
G2018001078,U07,2020,STEM,26.4,0,3.027,0,1,1,3,1,20.513,0,1,82.34,1,1
G2018001079,U08,2022,BUS,24.2,0,3.28,0,0,0,2,0,20.748,0,0,51.01,1,1
G2018001080,U06,2018,HUM,26.5,1,3.125,0,0,1,3,0,25.334,0,1,86.78,1,1
G2018001081,U05,2018,HLT,23.8,1,3.222,1,0,0,2,0,13.917,0,0,65.43,1,1
G2018001082,U05,2018,BUS,23.9,1,3.118,0,0,1,4,0,7.87,0,0,66.71,1,1
G2018001083,U02,2022,HUM,26.2,1,2.536,1,1,0,4,0,11.545,0,0,53.25,1,0
G2018001084,U08,2019,BUS,22.0,1,2.897,1,1,0,2,0,38.143,0,0,64.23,1,1
G2018001085,U07,2022,HUM,26.5,0,2.534,0,1,0,3,0,47.993,0,0,68.8,1,1
G2018001086,U07,2018,HLT,23.4,1,2.954,0,0,0,3,0,42.011,0,0,55.95,1,0
G2018001087,U07,2020,EDU,23.1,1,3.229,0,1,1,1,0,43.54,0,1,71.36,1,1
G2018001088,U03,2019,SOC,24.7,1,2.782,0,0,0,5,0,49.04,0,1,75.96,1,1
G2018001089,U08,2020,STEM,22.1,1,2.705,0,0,1,4,0,22.234,0,1,72.06,1,1
G2018001090,U02,2022,BUS,24.1,1,3.296,0,0,1,4,0,23.884,0,0,57.04,0,0
G2018001091,U07,2020,STEM,23.5,1,2.812,0,0,0,2,1,55.824,0,0,55.6,1,1
G2018001092,U08,2021,SOC,25.5,0,3.52,0,0,1,2,0,19.802,0,0,73.79,1,1
G2018001093,U07,2020,BUS,24.1,0,2.901,1,0,1,3,0,20.158,0,0,67.44,1,1
G2018001094,U04,2019,STEM,26.5,1,2.86,0,0,1,4,0,35.431,0,0,64.34,1,1
G2018001095,U02,2019,BUS,22.3,1,3.341,1,0,1,3,0,47.703,0,1,77.49,1,1
G2018001096,U07,2018,BUS,22.7,0,3.656,0,0,0,2,0,19.363,0,0,61.11,1,1
G2018001097,U06,2020,SOC,25.0,0,3.949,0,0,0,1,0,70.998,0,0,56.79,1,1
G2018001098,U08,2021,EDU,24.1,0,2.858,1,0,0,1,0,13.914,0,1,80.07,1,1
G2018001099,U01,2020,STEM,25.5,0,2.475,1,0,0,2,0,35.234,0,0,71.76,1,1
G2018001100,U07,2018,HLT,28.4,1,3.119,0,0,0,2,1,55.772,0,0,66.34,1,1
G2018001101,U08,2020,HUM,21.7,1,2.356,0,0,1,1,0,41.016,0,0,58.59,0,1
G2018001102,U06,2020,BUS,22.0,1,3.319,1,0,0,4,0,8.794,0,1,85.32,1,1
G2018001103,U08,2021,SOC,24.5,0,2.753,0,0,0,2,0,38.559,0,0,64.76,1,0
G2018001104,U08,2021,BUS,29.1,0,2.758,0,0,1,4,0,40.238,0,0,69.35,1,1
G2018001105,U01,2022,STEM,27.7,0,2.74,0,1,0,0,0,41.157,0,0,60.74,0,1
G2018001106,U07,2018,SOC,24.3,1,2.949,0,1,0,1,0,32.768,0,0,60.68,1,1
G2018001107,U07,2022,SOC,22.7,1,3.224,0,0,0,2,0,22.396,0,0,47.31,0,0
G2018001108,U02,2022,BUS,22.7,1,2.84,0,0,0,5,0,17.013,0,0,69.53,0,0
G2018001109,U07,2019,STEM,26.1,1,2.889,0,1,1,1,1,50.693,0,1,70.35,1,1
G2018001110,U02,2020,BUS,26.1,0,3.841,0,0,1,1,0,3.219,0,0,64.13,1,1
G2018001111,U01,2022,SOC,24.8,0,3.449,0,0,0,1,0,48.196,0,0,62.35,1,0
G2018001112,U04,2019,BUS,24.9,0,3.387,0,0,0,0,0,15.333,0,0,63.82,1,1
G2018001113,U05,2020,STEM,24.1,1,3.098,0,0,1,1,0,11.175,0,0,49.79,1,0
G2018001114,U02,2020,STEM,21.8,0,2.582,1,0,0,2,1,18.401,0,0,68.76,0,1
G2018001115,U03,2020,STEM,25.1,1,3.261,0,0,1,5,0,6.652,0,0,81.32,1,0
G2018001116,U07,2022,HUM,27.5,0,2.491,0,0,1,1,0,31.239,0,0,59.85,0,0
G2018001117,U01,2020,EDU,26.0,1,3.445,0,0,1,3,0,11.691,0,0,54.95,1,0
G2018001118,U08,2018,BUS,29.8,1,3.37,1,0,0,5,0,17.507,0,0,65.3,1,1
G2018001119,U05,2020,BUS,22.0,1,2.662,0,0,1,8,0,18.068,0,0,69.59,1,1
G2018001120,U03,2018,SOC,22.6,1,3.663,1,0,1,2,0,3.924,0,0,62.94,1,1
G2018001121,U07,2020,SOC,21.1,0,2.948,0,1,0,3,0,52.052,0,0,60.49,1,1
G2018001122,U05,2018,STEM,27.7,1,3.461,0,0,1,1,1,28.471,0,1,64.91,1,1
G2018001123,U08,2018,BUS,24.1,1,2.781,0,0,0,3,0,19.732,0,1,62.76,1,1
G2018001124,U06,2018,STEM,23.5,1,4.0,0,1,1,4,1,42.961,0,0,84.23,1,1
G2018001125,U04,2018,BUS,24.1,1,2.46,0,0,0,2,0,10.37,0,1,74.66,0,1
G2018001126,U06,2022,SOC,24.6,1,2.64,0,0,0,4,0,40.392,0,0,61.7,1,0
G2018001127,U07,2018,HUM,25.1,1,2.822,1,1,0,2,0,26.286,0,1,72.64,0,1
G2018001128,U05,2021,BUS,24.6,1,2.56,0,0,0,2,0,21.112,0,1,65.58,0,0
G2018001129,U07,2018,SOC,23.9,0,2.764,1,0,0,0,0,29.284,0,0,49.19,1,0
G2018001130,U07,2021,HLT,24.0,1,2.506,1,0,1,0,0,43.943,0,0,56.47,0,0
G2018001131,U07,2020,BUS,26.7,0,2.953,0,1,0,1,0,18.186,0,0,55.97,1,1
G2018001132,U01,2019,SOC,24.1,1,2.496,1,1,1,2,0,63.154,0,0,64.49,0,0
G2018001133,U06,2018,STEM,25.7,1,3.453,0,0,1,0,0,77.521,1,0,68.41,0,1
G2018001134,U05,2022,STEM,24.9,1,2.478,0,0,1,6,1,32.86,0,0,63.79,1,1
G2018001135,U01,2019,EDU,24.0,1,2.883,0,1,0,0,0,23.884,0,0,64.24,1,1
G2018001136,U01,2021,SOC,25.4,0,2.719,0,0,1,5,0,21.062,0,0,67.23,1,1
G2018001137,U07,2021,BUS,24.0,0,3.845,0,0,0,1,0,22.803,0,1,82.61,1,0
G2018001138,U03,2021,SOC,22.5,1,2.224,0,1,1,1,0,21.07,0,0,46.09,0,1
G2018001139,U03,2021,STEM,26.1,1,3.127,1,0,0,4,1,68.929,0,0,75.26,1,0
G2018001140,U02,2022,SOC,23.1,1,2.501,0,0,0,1,0,13.947,0,0,52.15,0,1
G2018001141,U01,2019,BUS,27.6,1,2.603,0,1,0,2,0,35.491,0,0,69.52,1,1
G2018001142,U08,2021,BUS,24.6,1,3.155,1,1,1,1,0,10.478,0,1,85.47,1,1
G2018001143,U04,2021,STEM,23.6,0,2.188,0,0,0,4,1,28.602,0,0,69.87,1,1
G2018001144,U06,2021,EDU,27.4,1,2.514,1,0,0,2,0,36.817,0,0,50.29,1,0
G2018001145,U08,2021,HLT,25.9,0,3.063,1,1,1,3,0,11.713,0,1,74.1,1,1
G2018001146,U08,2021,SOC,24.8,0,3.331,0,0,1,4,0,27.078,0,1,71.68,1,1
G2018001147,U08,2021,SOC,25.8,0,2.577,0,0,0,5,0,7.747,0,0,70.12,1,1
G2018001148,U03,2019,EDU,25.0,1,3.463,0,0,1,4,0,25.467,0,0,71.87,1,1
G2018001149,U07,2018,BUS,23.0,0,2.448,1,0,1,5,0,11.713,0,1,73.63,1,1
G2018001150,U02,2019,BUS,25.3,0,2.934,0,0,0,5,0,32.872,0,1,70.69,1,1
G2018001151,U07,2021,HLT,24.2,1,3.086,0,0,0,1,1,23.146,0,0,72.0,1,1
G2018001152,U03,2018,SOC,25.0,0,3.589,0,0,1,3,0,55.491,0,0,55.6,1,0
G2018001153,U08,2020,HLT,24.1,1,3.159,0,0,0,5,0,5.58,0,1,85.09,1,1
G2018001154,U05,2019,BUS,23.4,0,2.073,0,0,0,6,0,40.079,0,0,67.15,1,1
G2018001155,U01,2022,BUS,26.8,0,3.115,0,0,0,5,0,67.045,0,0,60.97,1,1
G2018001156,U04,2022,SOC,25.6,0,3.283,1,0,1,2,0,19.335,0,0,55.1,1,1
G2018001157,U03,2021,HLT,24.3,1,3.217,1,0,1,4,0,39.91,0,0,82.53,1,0
G2018001158,U04,2022,SOC,23.2,1,3.295,0,0,0,4,0,5.069,0,1,72.33,1,1
G2018001159,U05,2019,BUS,23.7,0,3.324,0,1,1,3,0,48.408,0,1,88.72,1,1
G2018001160,U02,2019,STEM,23.2,0,3.269,0,1,1,0,0,35.82,0,1,61.26,1,1
G2018001161,U02,2019,BUS,21.3,1,2.6,0,0,0,3,0,35.861,0,0,47.36,0,1
G2018001162,U04,2018,HUM,24.6,1,2.812,1,0,0,0,0,31.917,0,0,64.46,1,0
G2018001163,U03,2020,STEM,25.4,0,2.985,0,0,0,2,1,37.443,0,0,74.76,1,1
G2018001164,U05,2020,BUS,27.1,1,2.331,1,0,0,6,0,13.25,0,0,67.16,1,1
G2018001165,U08,2020,HLT,23.9,1,2.996,0,0,0,1,0,41.675,0,0,64.18,0,1
G2018001166,U05,2022,BUS,25.1,0,3.625,1,0,0,3,0,31.384,0,1,72.16,1,1
G2018001167,U08,2019,STEM,23.2,0,2.686,0,1,0,3,1,21.507,0,0,65.9,1,1
G2018001168,U05,2021,BUS,21.9,1,3.514,1,0,0,5,0,33.826,0,0,75.36,1,1
G2018001169,U05,2021,SOC,23.3,1,3.248,0,0,1,2,0,26.491,0,1,75.23,1,1
G2018001170,U04,2021,EDU,24.9,1,2.958,1,0,0,4,0,4.376,0,0,55.77,1,1
G2018001171,U01,2020,STEM,25.8,1,2.524,0,0,0,3,1,26.193,0,0,70.3,0,1
G2018001172,U06,2021,BUS,24.4,0,3.384,0,0,1,2,0,27.243,0,0,69.4,1,1
G2018001173,U07,2019,EDU,22.4,0,2.791,0,0,0,4,0,64.656,0,0,55.39,1,1
G2018001174,U08,2022,HLT,24.2,0,3.66,0,0,1,1,0,51.341,0,0,60.52,1,1
G2018001175,U06,2022,SOC,26.3,1,3.324,0,1,1,1,0,53.829,0,0,67.29,1,1
G2018001176,U07,2022,EDU,25.0,1,3.515,0,0,0,2,0,13.286,0,0,59.74,1,1
G2018001177,U06,2019,STEM,21.7,1,3.439,1,0,0,2,1,24.024,0,0,61.05,0,1
G2018001178,U02,2022,HLT,23.2,0,2.644,0,1,1,2,1,17.865,0,0,80.18,1,1
G2018001179,U01,2021,STEM,22.8,0,2.57,1,0,0,3,1,40.297,0,0,59.83,1,1
G2018001180,U07,2018,SOC,22.4,0,2.259,1,0,0,3,0,8.907,0,1,82.98,1,1
G2018001181,U08,2021,BUS,24.9,0,2.958,1,0,0,2,0,9.687,0,0,64.0,1,1
G2018001182,U07,2020,HUM,24.2,1,3.534,0,0,0,1,0,36.851,0,1,70.69,1,1
G2018001183,U01,2022,BUS,22.1,1,3.62,0,0,0,1,0,9.765,0,0,67.4,0,1
G2018001184,U03,2018,BUS,24.3,1,3.19,0,0,1,3,0,29.475,0,0,62.02,1,1
G2018001185,U06,2020,HUM,21.2,0,3.578,0,0,0,1,0,36.267,0,0,60.97,1,0
G2018001186,U05,2019,BUS,23.7,0,3.474,0,0,1,3,0,6.708,0,0,69.37,1,1
G2018001187,U04,2022,SOC,23.6,1,2.923,0,1,1,4,0,37.605,0,1,76.0,1,1
G2018001188,U06,2021,HLT,23.8,0,3.01,0,0,0,0,1,48.677,0,0,53.63,1,1
G2018001189,U08,2021,SOC,25.5,0,2.408,1,1,0,1,0,28.707,0,0,53.62,0,1
G2018001190,U05,2021,SOC,22.8,0,2.857,0,0,1,2,0,36.465,0,0,54.23,0,1
G2018001191,U06,2020,BUS,23.6,1,3.082,0,0,0,3,0,35.251,0,1,53.57,1,0
G2018001192,U06,2018,EDU,26.9,0,4.0,0,0,0,4,0,13.615,0,0,80.76,0,0
G2018001193,U02,2018,HLT,25.9,0,2.832,0,0,1,3,1,12.822,0,0,80.29,1,1
G2018001194,U05,2018,STEM,22.6,1,3.759,0,0,1,6,1,34.21,0,0,79.51,1,1
G2018001195,U06,2021,BUS,25.8,0,2.68,0,0,1,3,0,35.161,0,0,58.37,1,1
G2018001196,U06,2019,BUS,25.4,1,2.767,0,0,0,4,0,21.906,0,0,41.43,0,0
G2018001197,U04,2020,HUM,24.5,1,3.528,0,0,0,2,0,10.764,0,0,73.66,1,1
G2018001198,U05,2019,HLT,22.7,0,2.769,0,0,0,1,1,5.828,0,0,68.52,1,0
G2018001199,U05,2022,EDU,24.7,0,3.248,1,0,0,4,0,42.974,0,0,69.95,1,1
G2018001200,U02,2021,EDU,23.8,0,2.568,0,0,1,3,0,36.209,0,0,56.63,0,0
G2018001201,U06,2021,SOC,25.8,0,3.255,0,0,1,1,0,21.653,0,0,59.73,1,1
G2018001202,U06,2018,STEM,23.9,0,2.936,0,0,0,1,1,9.014,0,0,57.55,1,1
G2018001203,U02,2019,STEM,23.2,0,3.122,0,0,1,3,0,11.085,0,1,79.16,0,1
G2018001204,U08,2022,HUM,23.9,0,2.871,0,0,1,3,0,35.611,0,0,73.72,1,1
G2018001205,U02,2020,BUS,25.7,0,3.622,0,0,1,2,0,22.418,0,0,70.76,1,1
G2018001206,U03,2018,SOC,24.7,0,3.226,0,0,0,1,0,32.87,0,0,47.12,1,1
G2018001207,U05,2019,HLT,23.2,1,3.229,0,1,1,3,1,28.179,0,1,77.78,1,1
G2018001208,U04,2018,HLT,26.7,0,2.435,0,0,0,3,0,14.456,0,0,57.84,0,0
G2018001209,U01,2018,SOC,24.1,1,2.895,1,0,0,1,0,48.556,0,0,43.52,1,1
G2018001210,U01,2021,BUS,25.0,0,3.334,0,0,1,5,0,58.578,0,1,77.69,1,1
G2018001211,U02,2018,HUM,24.2,0,3.15,0,1,0,4,0,57.08,0,0,68.45,1,0
G2018001212,U05,2019,HUM,24.3,1,2.806,0,0,1,5,0,31.481,0,1,73.84,1,1
G2018001213,U02,2021,HLT,25.6,1,2.919,0,0,0,1,1,22.453,0,0,57.7,1,1
G2018001214,U01,2019,SOC,24.5,1,3.405,1,0,1,1,0,20.334,0,0,49.36,1,0
G2018001215,U04,2018,SOC,24.5,0,3.171,0,1,0,4,0,40.757,0,1,87.44,1,1
G2018001216,U02,2021,BUS,26.6,0,2.709,0,0,1,2,0,55.852,0,0,70.14,1,1
G2018001217,U05,2018,BUS,26.9,1,2.807,0,0,1,4,0,8.624,0,0,75.78,1,0
G2018001218,U05,2019,HUM,26.4,1,3.409,0,0,1,3,0,10.976,0,0,68.3,1,1
G2018001219,U03,2021,HLT,27.9,0,3.054,1,0,1,3,1,4.279,0,0,71.48,1,1
G2018001220,U02,2019,HLT,26.3,1,3.269,0,0,0,4,1,29.474,0,0,67.22,1,0
G2018001221,U04,2019,SOC,24.7,0,3.085,1,0,0,2,0,40.45,0,1,70.0,1,1
G2018001222,U07,2019,BUS,22.9,0,3.205,0,0,1,5,0,0.809,0,0,89.14,1,1
G2018001223,U01,2018,HLT,25.6,1,4.0,0,1,1,3,0,8.493,0,1,77.77,1,1
G2018001224,U04,2019,HUM,25.4,1,2.55,0,1,0,5,0,41.431,0,0,69.58,0,1
G2018001225,U08,2022,STEM,23.3,1,3.373,0,0,0,2,0,3.24,0,1,76.97,1,0
G2018001226,U07,2020,HUM,24.3,1,2.502,0,0,1,1,0,29.118,0,0,59.95,0,0
G2018001227,U03,2022,HUM,24.6,1,3.41,0,0,1,2,0,3.453,0,0,51.69,0,1
G2018001228,U02,2019,BUS,25.9,0,3.041,0,0,1,3,0,23.823,0,0,63.33,1,1
G2018001229,U05,2018,BUS,24.3,1,2.734,0,0,1,2,0,16.86,0,0,53.68,1,1
G2018001230,U03,2022,BUS,23.8,0,2.776,0,0,0,2,0,10.119,0,0,63.0,0,1
G2018001231,U04,2021,SOC,21.0,1,4.0,0,0,1,6,0,25.84,0,0,79.61,1,1
G2018001232,U08,2019,EDU,23.2,1,3.145,0,0,0,2,0,12.186,0,0,57.2,0,0
G2018001233,U06,2020,SOC,23.3,0,3.132,0,0,0,3,0,11.857,0,0,69.99,1,1
G2018001234,U01,2022,HLT,24.7,0,3.401,1,0,0,2,1,10.318,0,1,80.8,1,1
G2018001235,U02,2018,BUS,23.2,1,3.295,1,0,0,2,0,36.588,0,0,59.58,1,1
G2018001236,U06,2020,STEM,23.1,1,2.873,0,0,0,2,1,28.048,0,0,64.36,1,1
G2018001237,U08,2019,STEM,24.6,1,3.029,1,0,0,0,1,24.371,0,0,64.09,0,0
G2018001238,U05,2020,STEM,25.3,0,2.795,0,0,0,1,0,16.616,0,0,59.88,1,1
G2018001239,U02,2022,STEM,21.9,0,3.378,0,0,0,2,0,58.182,0,0,64.05,0,0
G2018001240,U07,2022,HLT,23.3,0,3.072,0,0,1,1,1,20.174,0,0,64.54,1,1
G2018001241,U03,2021,SOC,25.9,1,2.6,0,0,0,1,0,61.486,0,1,67.0,1,1
G2018001242,U03,2019,BUS,27.8,1,2.964,0,0,0,2,0,11.58,0,0,61.29,0,1
G2018001243,U05,2019,SOC,26.1,1,3.475,0,0,1,3,0,54.541,0,1,74.02,1,1
G2018001244,U03,2020,STEM,23.6,1,2.836,1,0,1,1,1,67.528,0,0,72.12,1,1
G2018001245,U05,2022,STEM,21.0,1,2.577,1,1,1,1,0,34.968,0,1,63.28,1,1
G2018001246,U06,2020,HLT,23.0,1,3.716,0,1,0,2,0,6.364,0,0,54.19,0,0
G2018001247,U05,2021,STEM,25.2,1,2.865,0,1,0,2,1,18.38,0,0,58.99,1,0
G2018001248,U05,2021,HLT,25.6,0,2.872,0,1,1,3,1,9.295,0,1,72.18,0,1
G2018001249,U06,2021,STEM,21.6,0,3.512,0,0,0,3,1,53.743,0,0,78.4,1,1
G2018001250,U02,2019,SOC,26.7,0,2.848,0,0,0,2,0,21.829,0,0,52.91,1,0
G2018001251,U05,2019,STEM,23.5,0,2.824,0,1,1,1,1,15.491,0,0,63.5,1,1
G2018001252,U08,2021,SOC,23.5,0,2.599,1,0,0,2,0,29.645,0,1,75.18,1,1
G2018001253,U06,2022,STEM,25.5,1,3.486,0,0,1,1,1,45.343,0,0,56.11,0,0
G2018001254,U05,2019,HUM,28.2,0,3.232,0,1,0,1,0,38.975,0,1,74.99,0,1
G2018001255,U04,2020,STEM,21.3,0,3.237,1,1,1,1,1,26.289,0,1,86.39,1,1
G2018001256,U06,2018,STEM,24.2,1,3.251,0,0,0,3,1,38.734,0,0,68.13,0,1
G2018001257,U02,2021,STEM,24.3,0,3.152,0,0,0,2,1,27.12,0,0,67.84,1,1
G2018001258,U06,2019,EDU,23.6,1,3.174,0,0,1,0,0,31.909,0,0,70.43,0,0
G2018001259,U02,2020,HUM,26.7,0,2.832,1,0,0,2,0,32.283,0,0,65.86,0,1
G2018001260,U01,2019,STEM,21.0,0,3.058,0,0,0,4,1,11.181,0,0,69.78,1,1
G2018001261,U01,2019,HLT,27.3,0,2.8,1,1,0,0,1,11.41,0,0,42.96,0,1
G2018001262,U05,2018,STEM,21.9,1,3.721,0,0,0,1,1,39.209,0,0,77.23,1,1
G2018001263,U05,2022,HLT,21.3,1,3.297,0,0,1,3,0,38.427,0,1,89.27,1,1
G2018001264,U01,2019,STEM,23.2,1,3.112,0,0,1,0,1,7.226,0,0,68.39,1,1
G2018001265,U03,2022,HUM,27.4,1,2.812,0,0,1,4,0,24.499,0,0,71.53,1,0
G2018001266,U07,2021,BUS,26.1,1,3.73,0,0,1,3,0,45.409,0,0,71.92,1,1
G2018001267,U02,2022,STEM,23.6,1,2.828,1,0,0,0,0,31.261,0,0,70.26,1,1
G2018001268,U05,2019,EDU,25.6,0,3.312,0,0,0,1,0,14.799,0,0,52.72,1,0
G2018001269,U08,2021,STEM,22.1,0,2.807,1,0,0,2,0,23.581,0,0,68.06,1,1
G2018001270,U01,2020,STEM,23.4,0,3.696,1,0,1,1,0,15.435,0,0,61.95,1,1
G2018001271,U04,2019,STEM,24.1,1,4.0,0,0,1,2,1,1.05,0,1,73.63,1,1
G2018001272,U03,2020,BUS,23.1,0,4.0,0,0,1,4,0,69.903,0,0,74.31,1,1
G2018001273,U03,2018,EDU,23.2,0,2.897,0,0,0,2,0,6.728,0,0,60.97,1,1
G2018001274,U05,2021,SOC,27.0,0,4.0,0,0,1,0,0,21.162,0,0,82.57,1,1
G2018001275,U03,2021,HLT,28.4,1,3.64,1,0,1,0,0,38.917,0,0,59.1,1,0
G2018001276,U05,2021,HLT,21.0,0,2.16,0,0,1,4,1,33.831,0,0,82.44,1,1
G2018001277,U07,2020,SOC,22.5,0,2.48,0,0,1,2,0,25.75,0,0,55.78,0,0
G2018001278,U02,2022,SOC,28.5,0,3.212,0,0,1,3,0,45.399,0,0,52.95,1,0
G2018001279,U02,2018,SOC,27.3,1,3.471,0,0,1,2,0,40.995,0,1,79.16,1,1
G2018001280,U04,2020,HUM,23.1,1,3.651,1,0,0,2,0,25.142,0,0,61.98,1,1
G2018001281,U03,2019,EDU,23.9,1,3.098,0,0,0,3,0,63.167,0,0,68.01,1,1
G2018001282,U06,2018,STEM,23.9,0,3.406,0,0,0,2,0,38.913,0,0,73.77,1,0
G2018001283,U03,2018,HLT,24.8,1,3.232,0,0,0,3,1,55.671,0,0,71.43,1,0
G2018001284,U06,2021,BUS,21.5,1,2.739,0,0,0,4,0,57.482,0,1,64.64,1,1
G2018001285,U08,2019,EDU,21.0,1,3.11,0,1,0,5,0,53.13,0,0,67.25,0,1
G2018001286,U07,2020,BUS,26.1,0,2.829,0,0,0,2,0,25.212,0,0,69.99,1,1
G2018001287,U08,2020,STEM,23.8,0,3.27,0,0,0,3,0,39.981,0,1,83.26,0,1
G2018001288,U06,2018,HUM,22.6,1,3.251,1,0,1,1,0,28.748,0,0,58.02,1,0
G2018001289,U02,2022,SOC,24.5,1,3.398,0,0,0,2,0,2.944,0,0,68.29,0,0
G2018001290,U08,2020,HLT,23.1,1,3.208,0,0,0,2,0,19.957,0,0,53.26,1,0
G2018001291,U07,2019,STEM,21.7,0,3.423,0,1,0,2,0,16.964,0,0,63.1,1,1
G2018001292,U03,2021,STEM,25.0,0,3.04,0,0,1,1,1,30.778,0,1,71.87,1,1
G2018001293,U03,2022,BUS,23.5,1,2.786,1,0,0,3,0,58.43,0,0,64.19,0,0
G2018001294,U04,2020,BUS,22.9,1,2.557,0,0,0,5,0,3.321,0,1,68.72,1,1
G2018001295,U06,2021,BUS,24.0,1,3.053,0,0,0,2,0,36.615,0,0,80.24,1,1
G2018001296,U07,2019,HUM,22.0,1,2.511,0,0,1,1,0,31.186,0,1,45.67,1,1
G2018001297,U08,2018,STEM,24.1,1,2.577,1,1,1,1,1,11.47,0,0,43.67,1,0
G2018001298,U08,2018,BUS,21.0,0,3.479,1,0,1,5,0,20.889,0,0,64.75,1,1
G2018001299,U06,2020,STEM,23.0,1,2.835,0,1,0,0,1,26.233,0,0,60.34,1,1
G2018001300,U05,2022,STEM,25.3,0,3.27,0,0,1,4,1,11.697,0,0,67.7,0,0
G2018001301,U05,2022,STEM,25.9,1,3.369,0,0,1,4,1,13.847,0,0,61.0,1,1
G2018001302,U02,2018,STEM,21.8,0,3.305,0,1,1,3,1,48.241,0,1,86.19,1,1
G2018001303,U08,2019,EDU,23.1,1,3.026,0,1,0,1,0,28.672,0,1,73.84,1,0
G2018001304,U08,2020,BUS,26.9,0,2.181,0,0,0,3,0,27.024,0,0,52.57,1,1
G2018001305,U07,2018,HLT,26.7,0,3.369,0,0,0,1,1,29.219,0,0,69.19,1,1
G2018001306,U03,2022,BUS,28.0,0,2.919,1,0,0,6,0,61.007,0,0,60.01,1,0
G2018001307,U07,2019,HLT,26.6,1,3.303,0,0,0,0,0,19.582,0,0,66.01,1,1
G2018001308,U05,2021,STEM,23.6,1,3.437,0,0,0,1,0,7.427,0,0,57.77,1,1
G2018001309,U04,2021,EDU,27.0,0,3.424,0,0,0,2,0,3.057,0,0,62.81,1,1
G2018001310,U01,2020,HLT,26.2,0,3.01,0,0,1,5,0,7.457,0,0,63.79,1,1
G2018001311,U07,2021,SOC,25.9,0,2.938,0,1,0,1,0,37.158,0,0,66.22,1,1
G2018001312,U05,2018,BUS,25.1,1,2.6,1,0,0,0,0,16.977,0,1,65.76,1,1
G2018001313,U01,2018,BUS,23.5,0,2.782,0,0,1,2,0,60.291,0,0,57.45,0,0
G2018001314,U08,2019,SOC,23.2,1,3.014,1,0,1,2,0,52.68,0,0,61.32,1,1
G2018001315,U04,2022,HLT,24.8,0,2.682,1,0,1,1,1,29.125,0,0,58.2,0,0
G2018001316,U07,2019,BUS,24.1,0,2.917,0,0,1,2,0,22.373,0,1,64.51,1,1
G2018001317,U04,2021,STEM,25.9,1,3.237,1,1,1,3,0,22.097,0,0,66.86,1,1
G2018001318,U08,2022,HLT,27.5,0,2.827,0,0,0,2,1,1.089,0,0,62.35,1,1
G2018001319,U02,2021,STEM,27.7,0,3.348,0,0,0,3,0,17.538,0,0,64.76,1,1
G2018001320,U04,2019,HLT,21.0,1,2.904,0,0,1,2,1,29.1,0,0,61.4,0,1
G2018001321,U03,2019,BUS,25.9,1,2.312,1,1,1,3,0,33.065,0,0,73.6,1,1
G2018001322,U05,2019,HUM,24.5,1,3.225,0,0,0,1,0,9.756,0,1,69.43,1,1
G2018001323,U05,2022,STEM,22.7,0,3.03,1,1,1,4,0,25.373,0,0,57.9,1,1
G2018001324,U04,2020,EDU,25.4,1,3.413,0,0,0,0,0,5.139,0,0,81.32,1,1
G2018001325,U02,2020,HUM,23.6,0,3.788,0,0,1,4,0,0.1,0,1,84.81,1,1
G2018001326,U03,2018,EDU,22.2,0,3.745,0,0,0,1,0,8.318,0,0,57.11,1,1
G2018001327,U05,2020,SOC,22.6,0,3.548,0,1,0,1,0,6.005,0,0,74.47,1,1
G2018001328,U08,2018,BUS,25.1,1,2.553,1,0,0,1,0,24.319,0,0,64.56,0,1
G2018001329,U03,2022,BUS,25.7,1,3.13,0,1,0,4,0,41.012,0,1,58.22,1,1
G2018001330,U02,2021,STEM,24.0,0,3.508,0,0,0,1,1,8.371,0,0,63.3,1,1
G2018001331,U03,2022,HLT,25.0,1,3.652,0,0,0,1,1,51.697,0,0,63.74,1,1
G2018001332,U04,2022,SOC,25.1,1,2.948,0,0,0,0,0,22.717,0,0,45.85,1,0
